AAPL,MSFT,UNH,KO,DIS,GS,TrendRatio,ExpectedReturn,Risk,Step,currentBest,Info
33,3,4,24,23,13,0.890772181002987606390774999454,47389.113769253941427450627088546753,53200.037877131457207724452018737793,1,406,dec letf
31,3,4,24,24,14,0.889409597317192490706361240882,49144.634971307728847023099660873413,55255.345927846050471998751163482666,1,406,look right
33,3,4,24,24,12,0.889295612741000107703825960925,47569.096109936566790565848350524902,53490.757660794472030829638242721558,1,406,look letf
32,2,5,24,24,13,0.891353771949472517555079775775,48601.924488070042571052908897399902,54525.964905912915128283202648162842,1,406,look right
32,6,1,24,24,13,0.889277588319310918762994333520,47631.622506795560184400528669357300,53562.153294357602135278284549713135,2,406,acc letf
32,7,3,21,24,13,0.889134356075573784039534075418,49064.728169737260031979531049728394,55182.580489069419854786247014999390,2,406,acc letf
32,6,3,23,23,13,0.891390312017577790548727989517,47396.376617336107301525771617889404,53171.294300987952738068997859954834,1,406,look letf
32,5,4,23,23,13,0.889238258537667913827817756101,47638.778816067613661289215087890625,53572.569959381304215639829635620117,1,406,look letf
30,4,3,26,24,13,0.891625322483322046984710596007,47352.468574448808794841170310974121,53108.034709651867160573601722717285,2,406,acc letf
27,6,4,26,24,13,0.891807709295743378241638765758,47397.570265780697809532284736633301,53147.746730301703792065382003784180,1,406,look right
27,6,3,27,24,13,0.892641588609895397787852289184,46838.772793717886088415980339050293,52472.093381465216225478798151016235,1,406,look right
25,9,4,24,25,13,0.884018782147488635381193944340,48934.466982784644642379134893417358,55354.555775287226424552500247955322,1,406,look right
27,8,4,24,24,13,0.886187977010192140525646209426,48029.476257928094128146767616271973,54197.842335854329576250165700912476,1,406,look right
35,0,4,24,24,13,0.888456895040664829110710343230,48557.515983086646883748471736907959,54653.766833408568345475941896438599,4,406,acc letf
26,9,5,25,23,12,0.882533118549231887506323346315,45996.920099667710019275546073913574,52119.199985696381190791726112365723,1,406,look right
34,1,5,25,23,12,0.882972078455250275474952559307,46524.266638477754895575344562530518,52690.529829517865437082946300506592,4,406,acc letf
27,6,6,24,25,12,0.889521487821796186246103843587,48697.294475989154307171702384948730,54745.495350804849294945597648620605,1,406,Resultant Force4 10
26,7,6,24,25,12,0.887338335260271837690027041390,48630.659933554823510348796844482422,54805.092940440357779152691364288330,1,406,look right
32,1,6,24,25,12,0.889624180420489407694617511879,49026.647321051030303351581096649170,55109.391583621429163031280040740967,2,406,dec letf
31,2,6,24,25,12,0.891038354801031218244133924600,48960.705964965265593491494655609131,54947.921939789208408910781145095825,1,406,dec letf
29,3,7,24,25,12,0.888583971012076867523887813149,49071.749012382977525703608989715576,55224.661498779205430764704942703247,1,406,look right
31,3,6,23,25,12,0.891533909257118839519762332202,49277.005554213254072237759828567505,55272.160758611978963017463684082031,1,406,look letf
29,3,6,24,26,12,0.890107088585817440851144510816,49865.696689821772451978176832199097,56022.131863984250230714678764343262,1,406,look right
31,3,6,24,24,12,0.890781289708541645921968665789,47924.356088794920651707798242568970,53800.362269031815230846405029296875,1,406,look letf
29,3,6,24,25,13,0.887212277736019627738528470218,49685.714349139219848439097404479980,56002.059029127485700882971286773682,1,406,look right
31,3,6,24,25,11,0.888995844726831907500752549822,48109.651926910264592152088880538940,54116.846790991759917233139276504517,1,406,look letf
30,2,7,24,25,12,0.889095631961231869233586166956,49137.690368468705855775624513626099,55267.047325468476628884673118591309,1,406,look right
25,8,5,26,24,12,0.890243888740164690531742053281,46651.552591362167731858789920806885,52403.114676115845213644206523895264,1,406,look right
29,4,5,26,24,12,0.890998183193191239936936653976,46914.964080338308122009038925170898,52654.388039493838732596486806869507,2,406,acc letf
28,7,4,23,25,13,0.888320159799850017634526011534,49448.067079432192258536815643310547,55664.690859400827321223914623260498,1,406,Resultant Force1 14
27,8,4,23,25,13,0.885526395847848535325397278939,49382.125723346434824634343385696411,55765.842729132251406554132699966431,1,406,look right
29,6,4,23,25,13,0.890417104795858671550945473427,49514.178061008722579572349786758423,55607.846922887430991977453231811523,1,406,look letf
35,0,4,23,25,13,0.888367477260616489331823686371,49910.165448504951200447976589202881,56181.891757686469645705074071884155,4,406,acc letf
33,2,4,23,25,13,0.891813244772353019840238630422,49778.113110842605237849056720733643,55816.745717371712089516222476959229,2,406,dec letf
32,4,4,22,25,13,0.891588399072291593050465507986,50027.873841739623458124697208404541,56110.951974918272753711789846420288,1,406,look letf
28,7,4,25,23,13,0.886127537172052726077708939556,46742.768148595583625137805938720703,52749.481522454807418398559093475342,1,406,Resultant Force2 13
27,8,4,25,23,13,0.883210773137475091409953620314,46676.826792509753431659191846847534,52849.023372639872832223773002624512,1,406,look right
31,4,4,25,23,13,0.890229428671835187891758778278,46940.238281485922925639897584915161,52728.248212955310009419918060302734,2,406,acc letf
35,0,4,25,23,13,0.884896007431509978857775422512,47204.866517668320739176124334335327,53345.100578185090853367000818252563,4,406,acc letf
33,2,4,25,23,13,0.889072676925939275882626589009,47072.814180006011156365275382995605,52945.968762379619874991476535797119,2,406,dec letf
32,3,4,25,23,13,0.890036252564418539634516491788,47006.872823920260998420417308807373,52814.559731113899033516645431518555,1,406,dec letf
30,5,4,25,23,13,0.889639913225659162421266046294,46874.820486257907759863883256912231,52689.655431824139668606221675872803,1,406,acc right
30,4,5,25,23,13,0.886224841246833650032499463123,47117.222684989392291754484176635742,53166.217524099149159155786037445068,1,406,look right
32,4,3,25,23,13,0.890844192734299045177692732977,46763.777438840210379566997289657593,52493.778171586352982558310031890869,1,406,look letf
34,4,1,25,23,13,0.881634773039408736750033313001,46410.332192690992087591439485549927,52641.222433517228637356311082839966,2,406,acc letf
33,4,2,25,23,13,0.887970602785573492887749580404,46587.316596194468729663640260696411,52464.931215120799606665968894958496,1,406,dec letf
31,4,3,26,23,13,0.889422729311430182441711167485,46381.536493506449915003031492233276,52147.910060061010881327092647552490,1,406,look right
35,4,3,22,23,13,0.892043454150048931161620657804,47910.072398066986352205276489257812,53708.227077027710038237273693084717,2,406,acc letf
39,4,3,18,23,13,0.887324841284490517523408925626,49437.989057686500018462538719177246,55715.772575599388801492750644683838,4,406,acc letf
37,4,3,20,23,13,0.890506238497631996686720867729,48674.030727876721357461065053939819,54658.831823564090882427990436553955,2,406,dec letf
36,4,3,21,23,13,0.891492199192453704803540404100,48292.313343400739540811628103256226,54170.202932954081916250288486480713,1,406,dec letf
35,4,3,23,22,13,0.887736161691181191457644672482,46558.481929930501792114228010177612,52446.305489273181592579931020736694,1,406,look letf
31,4,3,23,26,13,0.888628747138017982543090056424,50439.484889761391968932002782821655,56761.032154553235159255564212799072,2,406,acc right
27,6,6,25,24,12,0.888240315601056429350990129024,47344.645010570842714514583349227905,53301.616892421239754185080528259277,1,406,Resultant Force4 11
26,7,6,25,24,12,0.886033584655636197169314982602,47278.010468136541021522134542465210,53359.163001153625373262912034988403,1,406,look right
30,3,6,25,24,12,0.890307058898117342771172388893,47542.638704318946111015975475311279,53400.271545819014136213809251785278,2,406,acc letf
32,1,6,25,24,12,0.887900135868902373736943900440,47673.997855632740538567304611206055,53692.972812735060870181769132614136,2,406,dec letf
31,2,6,25,24,12,0.889476498210663324428537634958,47608.056499546946724876761436462402,53523.681171249416365753859281539917,1,406,dec letf
29,4,6,25,24,12,0.890382370437250436623344285181,47476.004161884608038235455751419067,53320.916651314662885852158069610596,1,406,acc right
28,4,7,25,24,12,0.885367786839929116204928050138,47652.988565388099232222884893417358,53822.817222063182271085679531097412,1,406,look right
32,4,3,25,24,12,0.885311136966046130503116273758,46943.759779522792086936533451080322,53025.154456317657604813575744628906,2,406,acc letf
33,4,5,23,23,12,0.890016427289065603645212831907,47090.754835397114220540970563888550,52909.983896401339734438806772232056,1,406,look letf
29,4,5,23,27,12,0.885701491312628430563336223713,50971.757795228040777146816253662109,57549.590121708853985182940959930420,2,406,acc right
32,4,5,23,25,11,0.888717827291464868011416911031,48246.459193597125704400241374969482,54287.713953749873326160013675689697,1,406,look letf
31,3,5,23,26,12,0.889323368292038396454302073835,50068.614938085142057389020919799805,56299.673125921362952794879674911499,1,406,look right
31,3,5,23,25,13,0.890860984659978316635431383474,49888.632597402604005765169858932495,56000.468598862229555379599332809448,1,406,look right
31,5,5,23,25,11,0.891002136550890666555346797395,48180.517837511324614752084016799927,54074.525594315942726098001003265381,1,406,look letf
31,4,6,22,25,12,0.890230148608725513348360891541,49592.707641195993346627801656723022,55707.737733552101417444646358489990,1,406,look letf
31,4,4,23,26,12,0.888061081427343412819652712642,49825.519553005156922154128551483154,56105.960046039494045544415712356567,1,406,look right
31,4,6,23,24,12,0.890171860524224145549965214741,48239.962491694372147321701049804688,54191.740528942078526597470045089722,1,406,look letf
31,4,6,23,25,11,0.891516751405696306065351564030,48425.258329809759743511676788330078,54317.833348005384323187172412872314,1,406,look letf
31,4,5,22,26,12,0.889736110024451298805558963068,50384.317025067932263482362031936646,56628.382795077624905388802289962769,1,406,look right
31,4,5,22,25,13,0.888363721053726518306348225451,50204.334684385336004197597503662109,56513.265337800839915871620178222656,1,406,look right
31,4,5,23,24,13,0.889036506259586079004009206983,48851.589534883707528933882713317871,54948.912885945916059426963329315186,1,406,look right
31,4,5,23,26,11,0.885831298452329995996024081251,49216.867713681604072917252779006958,55560.091181775009317789226770401001,1,406,look letf
26,9,5,23,25,12,0.886443127509091155502574110869,48702.219030504369584377855062484741,54941.166014065456693060696125030518,1,406,look right
34,1,5,23,25,12,0.888161756501609001013264332869,49229.565569314407184720039367675781,55428.603189609668334014713764190674,4,406,acc letf
28,5,4,26,24,13,0.892534932829827098998975998256,47463.511621866520727053284645080566,53178.323756338657403830438852310181,1,406,look letf
30,3,4,26,24,13,0.891688024396900202894755693706,47595.563959528837585821747779846191,53376.924055608404160011559724807739,2,406,acc letf
27,5,5,26,24,13,0.888749684203567480444974080456,47639.972464512196893338114023208618,53603.363591857319988775998353958130,1,406,look right
31,5,1,26,24,13,0.883569224790901608379556364525,46933.081972213825793005526065826416,53117.606018159618542995303869247437,2,406,acc letf
30,5,2,26,24,13,0.889975656078104471191636548610,47110.066375717287883162498474121094,52934.106740985844226088374853134155,1,406,dec letf
28,5,3,27,24,13,0.891691463425568930922793242644,46904.714149803679902106523513793945,52601.954906702885637059807777404785,1,406,look right
36,5,3,19,24,13,0.888759654885097671872529190296,49961.262398067032336257398128509521,56214.593139386168331839144229888916,4,406,acc letf
34,5,3,21,24,13,0.892088101600276850433601794066,49196.780507399584166705608367919922,55147.894495115098834503442049026489,2,406,dec letf
26,9,4,25,23,13,0.879541547401620382728992808552,46610.885436423995997756719589233398,52994.523765391058987006545066833496,1,406,look right
34,1,4,25,23,13,0.887352259097304085777579985006,47138.231975234040874056518077850342,53122.344020611795713193714618682861,4,406,acc letf
25,7,5,25,25,13,0.885233305801526482170515919279,48860.569592268184351269155740737915,55195.132483213361410889774560928345,1,406,look right
27,6,3,25,25,14,0.889447764497013348972132007475,49358.871570522496767807751893997192,55493.839594318567833397537469863892,1,406,Resultant Force7 9
26,7,3,25,25,14,0.887148804296426729543156852742,49292.237028088158695027232170104980,55562.535607744488515891134738922119,1,406,look right
28,5,3,25,25,14,0.891049716992113105540340711741,49424.812926608276029583066701889038,55468.075444151392730418592691421509,1,406,look letf
30,3,3,25,25,14,0.892132859010809742272840594524,49556.865264270600164309144020080566,55548.750125871258205734193325042725,2,406,acc letf
32,1,3,25,25,14,0.890408210470144068082731791947,49688.224415584387315902858972549438,55803.870439771133533213287591934204,2,406,dec letf
31,2,3,25,25,14,0.891617054713688905742685619771,49622.283059498586226254701614379883,55654.255150416582182515412569046021,1,406,dec letf
31,3,2,25,25,14,0.890930671501601545436699325364,49379.880860767101694364100694656372,55425.054317122965585440397262573242,1,406,look letf
29,3,3,26,25,14,0.891859096082043611986023279314,49174.624318936876079533249139785767,55137.212296159865218214690685272217,1,406,look right
31,3,3,24,25,14,0.891963531785839092158596486115,49938.582648746574705000966787338257,55987.247089309086732100695371627808,1,406,look letf
29,3,3,25,26,14,0.889132225557266897553176931979,50527.273784355173120275139808654785,56827.626231505688338074833154678345,1,406,look right
31,3,3,25,24,14,0.892724453019656860597308423166,48585.933183328284940216690301895142,54424.333307982626138255000114440918,1,406,look letf
33,3,3,25,22,14,0.885450757997183424130582807265,46646.270824524275667499750852584839,52680.818671423687192145735025405884,2,406,acc letf
32,3,3,25,23,14,0.890589131479168294447390508140,47615.524663243733812123537063598633,53465.198462684704281855374574661255,1,406,dec letf
30,3,3,25,24,15,0.887090688797807058740829688759,49376.882923588011180981993675231934,55661.595310513279400765895843505859,1,406,look right
31,2,4,25,24,14,0.890771064462447914600318199518,48828.335382059762196149677038192749,54815.807708713698957581073045730591,1,406,look right
31,4,2,25,24,14,0.893203076343759727606652631948,48342.837798248234321363270282745361,54123.008617631458037067204713821411,1,406,look letf
31,6,0,25,24,14,0.889556017879310712004325978342,47858.033400785265257582068443298340,53799.909661538971704430878162384033,2,406,acc letf
31,5,1,25,24,14,0.892157152010036202938181304489,48100.435599516749789472669363021851,53914.756487852100690361112356185913,1,406,dec letf
31,3,2,26,24,14,0.891411733467253997176271695935,48027.231395348811929579824209213257,53877.719567972337245009839534759521,1,406,look right
31,5,2,25,23,14,0.891571088681961443356271956873,47306.487922077903931494802236557007,53059.692628674878505989909172058105,1,406,look letf
31,3,2,25,24,15,0.891088310408780559512820218515,49199.898520084519986994564533233643,55213.268926751392427831888198852539,1,406,look right
31,4,1,26,24,14,0.889659265999137915947869714728,47784.136010268790414556860923767090,53710.603414673023507930338382720947,1,406,look right
31,4,1,25,25,14,0.888769606426717428959705102898,49136.785475687087455298751592636108,55286.302682244808238465338945388794,1,406,look right
31,4,3,25,23,14,0.889870962503842788393626506149,47548.890120809403015300631523132324,53433.466338782876846380531787872314,1,406,look letf
31,4,1,25,24,15,0.891907921577512974309343007917,48956.803135004498471971601247787476,54889.974570934238727204501628875732,1,406,look right
31,4,2,24,25,14,0.891912736419610330251828145265,49695.487263666531362105160951614380,55717.880499339269590564072132110596,1,406,look right
31,4,2,26,23,14,0.890874625198547209770083554758,46990.188332829930004663765430450439,52746.129481864336412400007247924805,1,406,look letf
31,4,2,24,24,15,0.889092163484734299139233826281,49515.504922983942378778010606765747,55692.207126099725428503006696701050,1,406,look right
31,4,2,26,24,13,0.887346100777416380012141416955,47175.484170945317600853741168975830,53164.694282889409805648028850555420,1,406,look letf
31,4,2,25,23,15,0.887756388569642562735850788158,48162.855457565630786120891571044922,54252.333272606301761697977781295776,1,406,look right
31,4,2,25,25,13,0.887401801216566865626589333260,48528.133636363614641595631837844849,54685.637971249190741218626499176025,1,406,look letf
26,9,4,24,24,13,0.882603725133151328918756917119,47963.534901842329418286681175231934,54343.227357902273070067167282104492,1,406,look right
27,6,5,25,24,13,0.886259607459305542853655879298,47956.272053760178096126765012741089,54110.862833114268141798675060272217,1,406,Resultant Force4 13
26,7,5,25,24,13,0.883237861082940112211758787453,47889.637511325861851219087839126587,54220.544228718026715796440839767456,1,406,look right
28,5,5,25,24,13,0.888562366666539094062216008751,48022.213409845971909817308187484741,54044.842783520463854074478149414062,1,406,look letf
30,3,5,25,24,13,0.890942350359982371266198697413,48154.265747508281492628157138824463,54048.688703653730044607073068618774,2,406,acc letf
32,1,5,25,24,13,0.890354544513797252491826839105,48285.624898822126851882785558700562,54231.907049106855993159115314483643,2,406,dec letf
31,2,5,25,24,13,0.891018053916969754446597562492,48219.683542736311210319399833679199,54117.515723457720014266669750213623,1,406,dec letf
30,2,6,25,24,13,0.887325231666981295575169497170,48399.006239806694793514907360076904,54544.832618905107665341347455978394,1,406,look right
34,2,2,25,24,13,0.882422140274493060907445851626,47689.777453941416752059012651443481,54044.175998470149352215230464935303,2,406,acc letf
33,2,3,25,24,13,0.888583492907479510769519492897,47866.761857444849738385528326034546,53868.614755404647439718246459960938,1,406,dec letf
31,2,4,26,24,13,0.890132722875252135885659754422,47660.981754756860027555376291275024,53543.680093913724704179912805557251,1,406,look right
35,2,4,22,24,13,0.892525959249398592731949975132,49189.517659317396464757621288299561,55112.702492916920164134353399276733,2,406,acc letf
39,2,4,18,24,13,0.887950090481654852325732463214,50717.434318936895579099655151367188,57117.438088694834732450544834136963,4,406,acc letf
37,2,4,20,24,13,0.891020652716532746140387644118,49953.475989127146021928638219833374,56063.207779561118513811379671096802,2,406,dec letf
36,2,4,21,24,13,0.891980411484734614369074279239,49571.758604651156929321587085723877,55574.940846668505400884896516799927,1,406,dec letf
35,2,4,23,23,13,0.890772556648087965314175562526,47836.772509815738885663449764251709,53702.566556183563079684972763061523,1,406,look letf
33,2,4,23,24,14,0.890122576179615654368149080256,49592.817272727275849319994449615479,55714.593248020326427649706602096558,1,406,look right
35,2,4,23,24,12,0.887683708513580471688442230516,48016.754850498349696863442659378052,54092.188906904731993563473224639893,1,406,look letf
34,1,5,23,24,13,0.891248569324404216196455763566,49049.583228631840029265731573104858,55034.683832158116274513304233551025,1,406,look right
34,5,4,20,24,13,0.887441575623151068796801155258,49755.482295379057177342474460601807,56066.206116657696838956326246261597,2,406,acc letf
34,4,4,21,24,13,0.890909769414438001966516367247,49439.182706131097802426666021347046,55492.917917631144518963992595672607,1,406,dec letf
34,2,4,22,25,13,0.891534189503155660716515740205,50159.926179402013076469302177429199,56262.481876725003530737012624740601,1,406,look right
34,4,4,22,23,13,0.889943339140976563683693711937,48086.533240712706174235790967941284,54033.252596877166070044040679931641,1,406,look letf
34,4,4,22,24,12,0.892416332614316520910335839289,48266.515581395375193096697330474854,54085.199718386531458236277103424072,1,406,look letf
34,3,5,21,24,13,0.888333462594913858545453422266,49682.278091211119317449629306793213,55927.509413057625351939350366592407,1,406,look letf
34,3,5,22,23,13,0.886724990825677461536713508394,48329.628625792793172877281904220581,54503.514760298421606421470642089844,1,406,look letf
34,3,5,22,24,12,0.892225150385494214511084010155,48509.610966475403984077274799346924,54369.248552920049405656754970550537,1,406,look letf
34,3,4,21,25,13,0.890892985742194554177331156097,50476.225768649972451385110616683960,56658.012327483644185122102499008179,1,406,look right
34,3,4,21,24,14,0.885703309233621949303483233962,50290.929930534599407110363245010376,56780.785852601307851728051900863647,1,406,look right
34,3,4,22,23,14,0.884814861814091413450000800367,48938.280465116265986580401659011841,55309.062468481337418779730796813965,1,406,look right
34,3,4,22,25,12,0.889639986777502000947492888372,49303.558643914242566097527742385864,55419.674673689107294194400310516357,1,406,look letf
26,8,5,26,23,12,0.885369096033328473183132700797,45680.620510419794300105422735214233,51595.002259600230900105088949203491,1,406,look right
28,6,5,26,23,12,0.887948046281133329671320097987,45813.196408939933462534099817276001,51594.456005408013879787176847457886,1,406,look letf
30,4,5,26,23,12,0.887285674529631473994584212051,45944.555560253698786254972219467163,51781.018085984382196329534053802490,2,406,acc letf
29,5,5,26,23,12,0.888021885484471806826434203685,45878.614204167934076394885778427124,51663.832788465864723548293113708496,1,406,dec letf
28,5,6,26,23,12,0.884407873322028748042100687599,46057.936901238274003844708204269409,52077.710172609185974579304456710815,1,406,look right
32,5,2,26,23,12,0.877340246423533587361021091056,45348.708115373017790261656045913696,51688.849679741069849114865064620972,2,406,acc letf
31,5,3,26,23,12,0.884491349733516507569675013656,45525.168958018723060376942157745361,51470.451318415660352911800146102905,1,406,dec letf
29,5,4,27,23,12,0.885893242162953176155326673324,45319.816732105085975490510463714600,51157.198830701607221271842718124390,1,406,look right
37,5,4,19,23,12,0.888709455988442531548798797303,48376.364980368445685598999261856079,54434.398840240952267777174711227417,4,406,acc letf
27,6,5,24,25,13,0.886795583386223773558754146507,49308.921519178489688783884048461914,55603.481166305158694740384817123413,1,406,Resultant Force4 14
30,3,5,24,25,13,0.891491593207135779586280932563,49506.915212926593085285276174545288,55532.677582326665287837386131286621,2,406,acc letf
32,1,5,24,25,13,0.891103794326223330735103900224,49638.274364240394788794219493865967,55704.256541486982314381748437881470,2,406,dec letf
31,2,5,24,25,13,0.891647863707101140384736481792,49572.333008154615527018904685974121,55596.312205643000197596848011016846,1,406,dec letf
30,2,6,24,25,13,0.888547265293783472550614987995,49751.655705224977282341569662094116,55992.131930961957550607621669769287,1,406,look right
34,2,2,24,25,13,0.882294068802638054016540536395,49042.426919359713792800903320312500,55585.125927362547372467815876007080,2,406,acc letf
33,2,3,24,25,13,0.888528698483711631972425948334,49219.411322863154055085033178329468,55394.284289136485313065350055694580,1,406,dec letf
35,2,4,21,25,13,0.890843098306415281939507622155,50542.167124735715333372354507446289,56735.206481165529112331569194793701,2,406,acc letf
32,2,4,23,26,13,0.888627461734714296781589837337,50748.521630927207297645509243011475,57108.882874111957789864391088485718,1,406,look right
36,2,4,23,22,13,0.885948257572965469641701474757,46867.518671096309844870120286941528,52900.966021976026240736246109008789,2,406,acc letf
25,8,4,26,24,13,0.888053174865447991770395219646,47265.517928118395502679049968719482,53223.747480301230098120868206024170,1,406,look right
33,0,4,26,24,13,0.884852833164848640024047199404,47793.557653276933706365525722503662,54013.001780571757990401238203048706,4,406,acc letf
25,8,6,24,25,12,0.884442727266717798606521228066,48565.242138326786516699939966201782,54910.556264522441779263317584991455,1,406,look right
33,0,6,24,25,12,0.887524888422204116800173778756,49093.281863485339272301644086837769,55314.822720927681075409054756164551,4,406,acc letf
26,9,4,23,25,13,0.882055099163998046485346549161,49316.184367260648286901414394378662,55910.548461203812621533870697021484,1,406,look right
34,1,4,23,25,13,0.890422201223934339786580949294,49843.530906070685887243598699569702,55977.412555030648945830762386322021,4,406,acc letf
27,7,4,26,23,13,0.886269290691675593052423209883,46360.527203261815884616225957870483,52309.752453546527249272912740707397,1,406,Resultant Force6 13
26,8,4,26,23,13,0.883665972329894411352313454699,46294.585847176036622840911149978638,52389.236766823378275148570537567139,1,406,look right
28,6,4,26,23,13,0.888080728362351412563668873190,46427.161745696132129523903131484985,52278.087186183249286841601133346558,1,406,look letf
30,4,4,26,23,13,0.889341194402244683558933502354,46558.520897009948384948074817657471,52351.697177710804680828005075454712,2,406,acc letf
34,0,4,26,23,13,0.882534442986093514704748486110,46822.625572334618482273072004318237,53054.728848778111569117754697799683,4,406,acc letf
32,2,4,26,23,13,0.887453153595219035310037725139,46690.573234672308899462223052978516,52611.873703441247926093637943267822,2,406,dec letf
31,3,4,26,23,13,0.888786337137640991556963854237,46624.631878586471430025994777679443,52458.763068683394521940499544143677,1,406,dec letf
29,5,4,26,23,13,0.889108497436358891086172206997,46492.579540924161847215145826339722,52291.232931616461428347975015640259,1,406,acc right
29,4,5,26,23,13,0.885811881748154617000068355992,46734.981739655682758893817663192749,52759.488445135706569999456405639648,1,406,look right
33,4,1,26,23,13,0.879029260861247108138627481821,46028.614808214988443069159984588623,52363.006395392912963870912790298462,2,406,acc letf
32,4,2,26,23,13,0.885970768285437970668283469422,46205.075650860737368930131196975708,52151.918894884576729964464902877808,1,406,dec letf
30,4,3,27,23,13,0.887453267136567802708668750711,45999.723424947071180213242769241333,51833.403660080613917671144008636475,1,406,look right
38,4,3,19,23,13,0.889108182125432966458333794435,49056.271673210489097982645034790039,55174.693765544230700470507144927979,4,406,acc letf
25,8,3,25,25,14,0.884160280195780301504271392332,49226.819232860150805208832025527954,55676.352280787614290602505207061768,1,406,look right
33,0,3,25,25,14,0.888528309235513180652787923464,49754.858958018696284852921962738037,55996.931601231270178686827421188354,4,406,acc letf
25,8,6,25,24,12,0.883072762244931031005990007543,47212.592672908496751915663480758667,53463.989255976513959467411041259766,1,406,look right
33,0,6,25,24,12,0.885603950514304405494669936161,47740.632398067049507517367601394653,53907.429354105996026191860437393188,4,406,acc letf
27,7,3,25,24,14,0.886555821030541646443623449159,48321.828508003622118849307298660278,54505.116724442494160030037164688110,1,406,Resultant Force7 13
26,8,3,25,24,14,0.883203341581104695023896056227,48255.887151917821029201149940490723,54637.346667564066592603921890258789,1,406,look right
30,4,3,25,24,14,0.892282130697851338929638131958,48519.822201751718239393085241317749,54377.220536518536391668021678924561,2,406,acc letf
34,0,3,25,24,14,0.889694171694512037085189604113,48783.926877076410164590924978256226,54832.242841562641842756420373916626,4,406,acc letf
33,1,3,25,24,14,0.891417127369471207209983276698,48717.815895499879843555390834808350,54652.097654062126821372658014297485,1,406,dec letf
30,3,4,25,24,14,0.889832471080858500300792002236,48762.917586831754306331276893615723,54800.110325936511799227446317672729,1,406,look right
32,3,2,25,24,14,0.892401160816118643737127058557,48409.472340682550566270947456359863,54246.312607226020190864801406860352,1,406,look letf
30,3,3,26,24,14,0.892246999884384384138513723883,48204.215798852310399524867534637451,54025.640663514161133207380771636963,1,406,look right
32,3,3,24,24,14,0.892736233425059366730636156717,48968.174128661994473077356815338135,54851.782973780937027186155319213867,1,406,look letf
33,3,3,24,23,14,0.890837810190837853241418997641,47997.765608577399689238518476486206,53879.353861613912158645689487457275,1,406,look letf
31,3,3,24,24,15,0.886295971441804386614649047260,49758.600308063992997631430625915527,56142.193930000532418489456176757812,1,406,look right
32,2,4,24,24,14,0.890663396363988391080113160569,49210.576327393508108798414468765259,55251.598447055264841765165328979492,1,406,look right
32,4,2,24,24,14,0.893362202481120859509644560603,48725.078743581987509969621896743774,54541.236027513354201801121234893799,1,406,look letf
32,6,0,24,24,14,0.890083774344286204893705871655,48240.274346119003894273191690444946,54197.453921297492343001067638397217,2,406,acc letf
32,5,1,24,24,14,0.892488531060083634116608664044,48482.676544850488426163792610168457,54323.024730932440434116870164871216,1,406,dec letf
32,3,2,24,25,14,0.891248670722461056037388971163,49762.121806100840331055223941802979,55834.161038089216162916272878646851,1,406,look right
32,5,2,24,23,14,0.891617353268204126948148768861,47688.728867411628016270697116851807,53485.644590260184486396610736846924,1,406,look letf
32,3,2,24,24,15,0.890688070910493401299845572794,49582.139465418244071770459413528442,55667.231980252749053761363029479980,1,406,look right
32,4,1,25,24,14,0.890837410343641833421202136378,48166.376955602536327205598354339600,54068.650907938732416369020938873291,1,406,look right
32,4,1,24,25,14,0.889269147807887461176790111494,49519.026421020796988159418106079102,55685.083130443425034172832965850830,1,406,look right
32,4,3,24,23,14,0.889786520522177104552952187078,47931.131066143134376034140586853027,53868.124500261517823673784732818604,1,406,look letf
32,4,1,24,24,15,0.891639839452609272996141953627,49339.044080338229832705110311508179,55335.172226745933585334569215774536,1,406,look right
32,4,5,24,24,11,0.887882509137517206276868364512,46893.809728178770455997437238693237,52815.332260268405661918222904205322,2,406,acc letf
32,4,3,24,25,12,0.885667401714881563634662597906,48296.409244941110955551266670227051,54531.090510305279167369008064270020,1,406,look letf
24,8,5,25,25,13,0.881857126542978209116085963615,48794.628236182390537578612565994263,55331.670820039958925917744636535645,1,406,look right
27,7,3,24,25,14,0.885788227676113870678875628073,49674.477973421897331718355417251587,56079.406365270908281672745943069458,1,406,Resultant Force7 14
26,8,3,24,25,14,0.882536523965183561379888033116,49608.536617336103518027812242507935,56211.312812809075694531202316284180,1,406,look right
28,6,3,24,25,14,0.888363265657122980201165773906,49741.112515856242680456489324569702,55991.861031154527154285460710525513,1,406,look letf
30,4,3,24,25,14,0.891457232692808632101844068529,49872.471667170000728219747543334961,55944.884216734812071081250905990601,2,406,acc letf
34,0,3,24,25,14,0.889361042873720086809896656632,50136.576342494685377459973096847534,56373.704182603323715738952159881592,4,406,acc letf
33,1,3,24,25,14,0.890903137501527053743188844237,50070.465360918082296848297119140625,56201.918315538830938749015331268311,1,406,dec letf
30,3,4,24,25,14,0.889634247773738451314784470014,50115.567052250044071115553379058838,56332.776281557882612105458974838257,1,406,look right
32,3,3,23,25,14,0.891375013547618610942890882143,50320.823594080335169564932584762573,56453.033604572898184414952993392944,1,406,look letf
28,3,3,27,25,14,0.891125253947128048714887427195,48792.811250377490068785846233367920,54754.156090017451788298785686492920,2,406,acc right
25,8,5,25,24,13,0.879499799914301938486005383311,47824.219716097861237358301877975464,54376.612388948618900030851364135742,1,406,look right
